codex_app_directory	d	775	4096
codex_app_directory/c414767556c434b82b09629a4a114615a660fcb8.json	f	664	4076076
codex_apps_server_info	d	775	4096
codex_apps_server_info/852d6eff7a84e5c0f9bb55130b69ea7967722e8d.json	f	664	189
codex_apps_tools	d	775	4096
codex_apps_tools/852d6eff7a84e5c0f9bb55130b69ea7967722e8d.json	f	664	1478205
remote_plugin_catalog	d	775	4096
remote_plugin_catalog/e93d5c1f302e0fc0.json	f	664	1280487
